review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
4,3.5,4,Irish Dry Stout,4,3.5,Oyster Stout,5.82,5686,,3.7
4,4,4,Irish Dry Stout,4,4,Plain Porter,4.93,5682,,4
4,3,3.5,Irish Red Ale,3,3.5,Red Baron Ale,4.15,50242,,3.2
4,4,4,Irish Pale Ale,4,4,Stone Soup,4.95,35281,,4
4,2.5,3.5,Irish Cream Ale,4,3.5,Summer Solstice Cerveza Crema,5.34,23506,,3.4
4,4,4,Irish Cream Ale,4,4.5,Sweet Action,6.16,22193,,4.2
4,4,4,Irish Pale Ale,4.5,4.5,White Birch Belgian Style Pale Ale,5.9,51844,,4.3
4,4.5,4,Irish Extra Stout,4,4,Belhaven Scottish Stout,7.69,48194,,4.1
4,4,4,Irish Dry Stout,3.5,3.5,Dark Starr Stout,6.66,29995,,3.7
4,4,3.5,Irish Pale Ale,4,4,Demolition,6.52,49003,,3.9
4,4.5,4.5,Irish Pale Ale,4,4,Dernière Volonté,6.32,18272,,4.2
4,4,4,Irish Extra Stout,3.5,4,Descendant Suffolk Dark Ale,4.53,74414,,3.9
4,4,4,Irish Lager,4,3.5,Dynamo Copper Lager,6.31,47292,,3.8
3.5,4,4,Irish Pale Ale,4,4,Magnifico,7.5,71828,,4
3.5,3.5,3.5,Irish Pale Ale,4,3.5,Golden State Ale,6.32,43973,,3.6
3.5,3.5,4,Irish Red Ale,4,3.5,Great Lakes Conway's Irish Ale,5.08,5096,,3.7
3.5,4,4,Irish Extra Stout,4.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.83,55547,,4
3.5,3,4,Irish Dry Stout,4,3,Honest Town Capall Dorche Stout,6.47,55415,,3.5
3.5,4,4.5,Irish Pale Ale,4,4,La Binchoise Blonde Tradition,5.56,7693,,4.1
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Noblesse,5.52,42461,,3.6
3.5,3.5,4.5,Irish Pale Ale,4,3.5,R&D Golden Ale,4.75,51187,,3.8
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Saint Druon De Sebourg (French Abbey Ale),5.95,7470,,3.6
3.5,3.5,3.5,Irish Lager,4,3.5,Vienna Red Lager,5.54,39810,,3.6
3.5,4,3.5,Irish Pale Ale,4,3.5,Zinnebir,6.36,38705,,3.8
5,4.5,4,Irish Pale Ale,4,4.5,Orval Trappist Ale,4.11,129,,4.3
4,4,4,Irish Lager,3.5,4,Great Lakes Eliot Ness,7.06,229,,3.9
4,3,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,6.47,104,,3.6
4.5,3.5,5,Irish Lager,4,4,Samuel Adams Boston Lager,4.83,104,,4.1
4,4.5,4.5,Irish Extra Stout,4,4,Belhaven Scottish Stout,5.93,48194,,4.2
4,2.5,3.5,Irish Lager,3.5,2.5,Dos Equis Amber Lager,5.67,171,,3
4,4,4,Irish Red Ale,4,4,Irish Ale,4.47,3279,,4
4,4,4.5,Irish Extra Stout,3.5,4,Harpoon Island Creek Oyster Stout (100 Barrel Series #36),7.11,69135,,4
4,4.5,4.5,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),6.86,56875,,4.2
4,4,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.24,129,,4.4
4,4,4.5,Irish Red Ale,4,4,Samuel Adams Irish Red,6.34,38365,,4.1
3.5,3.5,3.5,Irish Lager,3.5,3.5,Amber,7.12,5,,3.5
3.5,3.5,4,Irish Pale Ale,3,3.5,Blue Moon Pale Moon,6.17,42887,,3.5
3.5,3.5,3,Irish Pale Ale,3.5,3.5,Karma,3.94,23042,,3.4
3.5,4,4,Irish Pale Ale,3.5,4,Leffe Blonde,4.33,2137,,3.9
3.5,2.5,4,Irish Red Ale,4,3.5,Murphy's Irish Red Beer,7.63,913,,3.5
3.5,4,4.5,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,6.69,703,,3.8
4,4,4.5,Irish Pale Ale,3.5,4,Orval Trappist Ale,5.98,129,,4
4,4,3.5,Irish Lager,4,3.5,Samuel Adams Boston Lager,6.66,104,,3.8
3,4,4,Irish Pale Ale,3.5,3,Exit 6,5.34,59162,,3.5
3,3.5,3.5,Irish Pale Ale,2.5,3,Hell's Belle,7.23,35470,,3.1
4.5,4,3.5,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,6.59,104,,3.6
4.5,4,4,Irish Pale Ale,4,5,Orval Trappist Ale,5.87,129,,4.3
4,4,4,Irish Dry Stout,3,3.5,Out Of Bounds Stout,5.72,1830,,3.6
3.5,4.5,4,Irish Pale Ale,4,3.5,Rare Vos (Amber Ale),6.33,593,,4
4,4,3.5,Irish Pale Ale,3.5,4,Fleur,9.5,50276,,3.8
4,3,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,4.8,104,,3.7
3,3.5,4,Irish Red Ale,3,3.5,Samuel Adams Irish Red,5.46,38365,,3.5
4,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,5.95,104,,3.8
3,2.5,3.5,Irish Dry Stout,4,2.5,Murphy's Irish Stout,8.23,703,,3.1
4.5,3,5,Irish Cream Ale,4.5,5,Sunlight Irish Cream Ale,5.63,52194,,4.4
4,3.5,4.5,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.49,229,,4.1
4,3,4.5,Irish Cream Ale,4.5,3.5,Spotted Cow,5.63,1963,,3.8
2.5,2.5,3.5,Irish Cream Ale,2.5,2.5,Sweet Action,4.56,22193,,2.7
4,3.5,3.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,7.59,104,,3.7
3,2.5,4,Irish Red Ale,3,3,Saranac Irish Red Ale,6.79,43835,,3.1
4.5,5,4.5,Irish Pale Ale,4.5,5,Orval Trappist Ale,2.95,129,,4.8
5,4,5,Irish Lager,4,4,Samuel Adams Boston Lager,5.82,104,,4.2
4.5,5,5,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,4.91,48194,,4.5
4.5,4.5,4.5,Irish Dry Stout,4,4,Murphy's Irish Stout,6.21,703,,4.2
4.5,4.5,4,Irish Dry Stout,4.5,4.5,Out Of Bounds Stout,5.22,1830,,4.4
4.5,4,4,Irish Cream Ale,4.5,4,Summer Solstice Cerveza Crema,6.54,23506,,4.1
3.5,4.5,4,Irish Pale Ale,3.5,3.5,Karma,5.69,23042,,3.8
3.5,3.5,4,Irish Lager,4,3.5,Saranac Season's Best - Nut Brown Lager,5.14,2019,,3.7
3,3,3.5,Irish Cream Ale,3,3,Pete's Wicked Wanderlust Irish Cream Ale,6.51,19950,,3.1
4.5,3.5,4,Irish Lager,4,3.5,Samuel Adams Boston Lager,6.53,104,,3.7
4,3.5,4,Irish Red Ale,4,3.5,Thomas Hooker Irish Style Red Ale,5.66,7492,,3.7
4,3.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,7.23,129,,4
3,3,3.5,Irish Cream Ale,3.5,3,Thomas Hooker Blonde Ale,5.67,9801,,3.2
3,3,3.5,Irish Red Ale,3.5,3.5,Harpoon Celtic Ale,4.6,47298,,3.4
3,3,3.5,Irish Lager,3,3.5,Blue Point Toasted Lager,6.82,2318,,3.2
3,3.5,4,Irish Dry Stout,3,3.5,Gritty McDuff's Black Fly Stout,6.38,1149,,3.5
5,4,4.5,Irish Lager,4,4,Great Lakes Eliot Ness,5.5,229,,4.1
4,3,4.5,Irish Dry Stout,4.5,4,Chuli Stout,6.11,54066,,4
3.5,4,4,Irish Lager,4,3.5,Special Amber,8.13,97,,3.8
3,3,3.5,Irish Cream Ale,3,2.5,Thomas Hooker Blonde Ale,5.99,9801,,2.9
3,3.5,4,Irish Dry Stout,3,3.5,Irish Style Stout,5.83,3052,,3.5
3,4,5,Irish Pale Ale,4,3,Orval Trappist Ale,5.84,129,,3.9
2.5,4,4,Irish Red Ale,3,3.5,Thomas Hooker Irish Style Red Ale,6.31,7492,,3.6
4.5,4.5,4.5,Irish Pale Ale,5,4.5,Verboten,4.83,58482,,4.6
4,4.5,4,Irish Dry Stout,4,4,Out Of Bounds Stout,4.84,1830,,4.1
3,4.5,4.5,Irish Pale Ale,2.5,3.5,Newport Storm - Sabrina (Cyclone Series),6.19,76016,,3.6
3,2.5,2.5,Irish Red Ale,2,2,Thomas Hooker Irish Style Red Ale,5.5,7492,,2.2
5,5,4.5,Irish Extra Stout,4.5,5,Oyster Stout,5.05,5094,,4.8
4.5,4.5,5,Irish Pale Ale,4.5,4.5,Ommegang BPA (Belgian-style Pale Ale),7.34,56875,,4.6
4,3.5,3,Irish Red Ale,4.5,3.5,Big Red Ale,4.53,57473,,3.7
2,3,3.5,Irish Pale Ale,3.5,2.5,Palm / Palm Speciale,6.24,2823,,3.1
4.5,3.5,3,Irish Lager,4,4,Samuel Adams Boston Lager,5.67,104,,3.7
5,4,4,Irish Red Ale,3,5,Red Trolley Ale,4.45,6428,,4
4.5,4,4,Irish Pale Ale,4,4.5,Belgian Style Blond,6.31,64319,,4.2
4,3.5,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,7.64,104,,3.7
3.5,3.5,3.5,Irish Red Ale,3.5,3.5,McSorley's Irish Pale Ale,6.59,47166,,3.5
3.5,3,3.5,Irish Dry Stout,3.5,3.5,Out Of Bounds Stout,5.38,1830,,3.4
3,3.5,3.5,Irish Pale Ale,3,3,Monks' Ale,5.44,33140,,3.2
3,2.5,3,Irish Pale Ale,3,3,Karma,6.22,23042,,2.9
2,2,3,Irish Lager,2,2,Victoria,5.74,6508,,2.2
4.5,4,4.5,Irish Pale Ale,4,3.5,Orval Trappist Ale,6,129,,3.9
5,4,5,Irish Pale Ale,4,5,Ommegang BPA (Belgian-style Pale Ale),6.64,56875,,4.5
4,3.5,4,Irish Pale Ale,3.5,3.5,Demolition,7.21,49003,,3.6
3.5,3,3,Irish Pale Ale,3,3.5,Blue Moon Pale Moon,4.13,42887,,3.2
3.5,3.5,4,Irish Pale Ale,4,3.5,Leffe Blonde,7.43,2137,,3.7
3.5,3.5,3,Irish Lager,3.5,3,Oktoberfest,4.22,13824,,3.3
3,3,3.5,Irish Pale Ale,3.5,3.5,Leffe Blonde,7.28,2137,,3.4
4.5,4,4.5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,4.93,229,,4.4
4.5,4,3,Irish Cream Ale,4,4,Thomas Hooker Blonde Ale,6.63,9801,,3.8
4,3,4,Irish Cream Ale,4,4,Summer Solstice Cerveza Crema,6.07,23506,,3.8
4,3.5,4,Irish Lager,4,3.5,Trader Joe's Vienna Style Lager,5.4,21674,,3.7
4,3,4,Irish Lager,4,4,Samuel Adams Boston Lager,4.53,104,,3.8
4,3.5,4,Irish Red Ale,4,4,Samuel Adams Irish Red,4.89,38365,,3.9
4,3.5,5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),5.55,593,,4.1
4,3.5,4.5,Irish Red Ale,4,4,Casco Bay RipTide Red Ale,6.14,714,,4
4,4,4,Irish Dry Stout,3.5,4,Gritty McDuff's Black Fly Stout,5.96,1149,,3.9
4,4,3.5,Irish Pale Ale,4,4,Karma,6.89,23042,,3.9
4,4,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,5.95,129,,4.1
3.5,3,3.5,Irish Red Ale,3.5,4,Thomas Hooker Irish Style Red Ale,5.95,7492,,3.5
3.5,3,4,Irish Pale Ale,3,3.5,Saranac Belgian Ale,6.97,26617,,3.3
3.5,3.5,3.5,Irish Red Ale,3.5,4,Harpoon Celtic Ale,6.38,47298,,3.7
3.5,2.5,3,Irish Lager,3,3.5,Dos Equis Amber Lager,6.34,171,,3
3,3.5,3.5,Irish Lager,2.5,3.5,Amber,6.8,5,,3.2
3,3,3.5,Irish Cream Ale,3.5,3.5,Honey Irish Cream Ale,6.22,365,,3.4
3,2.5,4,Irish Cream Ale,3,2.5,Pete's Wicked Wanderlust Irish Cream Ale,5.03,19950,,2.9
3,2.5,3.5,Irish Red Ale,3.5,3,Smithwick's Ale,5.29,1822,,3.1
2.5,3.5,3.5,Irish Red Ale,3,2.5,Danny's Irish Style Red Ale,6.05,40898,,3
4.5,2.5,4.5,Irish Cream Ale,4.5,5,Spotted Cow,6.02,1963,,4.2
4.5,4,4,Irish Pale Ale,3,4.5,Palm / Palm Speciale,5.29,2823,,3.9
4,3.5,3.5,Irish Pale Ale,3,4,Columbus,7,1407,,3.5
4,4,5,Irish Pale Ale,4,4,Orval Trappist Ale,5.69,129,,4.2
4,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,4.92,104,,4
4,3,3,Irish Lager,3.5,4,Vienna Style Lager,7.97,34417,,3.5
3.5,4,4.5,Irish Pale Ale,4,3.5,Leffe Blonde,7.58,2137,,3.9
3,3,2,Irish Red Ale,4,3,Harpoon Celtic Ale,7.11,47298,,3.1
3,3,3,Irish Lager,4,3,Amber,6.76,5,,3.3
2,2,2,Irish Lager,2,1,Dos Equis Amber Lager,6.65,171,,1.7
2,3,2.5,Irish Pale Ale,3,2,Plzen,7.33,1404,,2.6
2,2,3,Irish Extra Stout,3,2,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.92,55547,,2.5
4,4,4.5,Irish Pale Ale,3.5,4,Leffe Blonde,4.92,2137,,4
2,3,4,Irish Dry Stout,2.5,2,Stud Service Stout,6.07,56530,,2.7
3.5,3.5,4,Irish Extra Stout,4,4,Belhaven Scottish Stout,6.53,48194,,3.9
4,3.5,3.5,Irish Pale Ale,4,4,Leffe Blonde,5.79,2137,,3.8
3.5,2.5,4,Irish Dry Stout,4,3.5,Murphy's Irish Stout,5.79,703,,3.5
1.5,2.5,3,Irish Lager,3,2.5,Samuel Adams Boston Lager,4.88,104,,2.7
4.5,3.5,4.5,Irish Pale Ale,4,4,Raftman,4.57,793,,4
4,4,3.5,Irish Pale Ale,4,4,Ambree Speciale,4.81,22327,,3.9
4,4,3.5,Irish Pale Ale,3.5,3.5,Cap Espoir,5.89,36138,,3.6
3.5,3.5,3.5,Irish Pale Ale,4,3.5,Jan Van Gent,5.64,1687,,3.6
3.5,3,4,Irish Pale Ale,3,3,Leffe Blonde,5.52,2137,,3.2
3.5,4,3,Irish Pale Ale,3.5,3.5,No.926,6.29,41899,,3.5
2.5,3.5,4,Irish Red Ale,2,2.5,Kilkenny Irish Irish Cream Ale,6.18,3628,,2.9
1.5,3,3.5,Irish Extra Stout,2,1,Ma Nouère,4.76,33392,,2.2
2,2,3,Irish Pale Ale,2.5,3,Gerardus Blond,6.15,22210,,2.6
4,4,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),4.67,593,,4
5,3.5,4,Irish Pale Ale,4.5,4.5,Demolition,6.59,49003,,4.2
4.5,3,4,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.84,229,,3.9
4.5,4,4.5,Irish Pale Ale,4.5,4,"Luciérnaga, The Firefly",6.13,20524,,4.2
4.5,4,4,Irish Pale Ale,4.5,4.5,Rare Vos (Amber Ale),4.92,593,,4.3
4,3.5,5,Irish Dry Stout,4.5,4,Murphy's Irish Stout,4.45,703,,4.2
4,4.5,4,Irish Pale Ale,4.5,4,R&D Golden Ale,5.59,51187,,4.3
4,3.5,3.5,Irish Lager,4,3.5,Samuel Adams Boston Lager,6.5,104,,3.6
4,4,4,Irish Lager,4,4,Special Amber,5.18,97,,4
4,3.5,3,Irish Cream Ale,3,4,Spotted Cow,5.53,1963,,3.4
4,4,4,Irish Pale Ale,4,3.5,Stone Soup,6.72,35281,,3.8
4,3.5,4.5,Irish Dry Stout,4.5,3.5,Stouterik,5.17,38707,,4
4,3.5,3.5,Irish Red Ale,4,3.5,Irish Ale,4.7,3279,,3.6
3.5,3.5,4.5,Irish Pale Ale,3.5,3.5,Liquor Mart 40th Anniversary Ale,6.21,43095,,3.7
3.5,3,4,Irish Pale Ale,4,3.5,Leffe Blonde,5.34,2137,,3.6
3.5,3.5,4.5,Irish Pale Ale,3,3.5,Lips Of Faith - Le Fleur Misseur?,3.71,42943,,3.5
1.5,2.5,2,Irish Red Ale,1.5,2,Saint Goustan Rousse,4.2,46810,,2
4.5,3.5,4.5,Irish Cream Ale,4.5,4.5,Summer Solstice Cerveza Crema,6.11,23506,,4.3
4,3.5,4.5,Irish Pale Ale,4,3.5,Leffe Blonde,4.92,2137,,3.8
4,2.5,4,Irish Pale Ale,4.5,4,Buddha’s Hand,4.93,59894,,3.8
3.5,2.5,4,Irish Red Ale,3,3.5,Irish Ale,5.16,3279,,3.2
3.5,4,4.5,Irish Dry Stout,3.5,3.5,Oyster Stout,5.66,5686,,3.8
3,1.5,3.5,Irish Pale Ale,3.5,3,Monkshine,5.56,23313,,2.9
3,2.5,4.5,Irish Cream Ale,4,3,Genesee Irish Cream Ale,7.78,1376,,3.4
3,3.5,3.5,Irish Pale Ale,3,3,Orval Trappist Ale,4.87,129,,3.2
2.5,2,4,Irish Lager,3,2.5,Vienna-Style Amber Lager,5.97,71709,,2.8
5,3,3,Irish Cream Ale,4,4.5,Genesee Irish Cream Ale,7.11,1376,,3.8
4.5,4,4,Irish Dry Stout,4.5,4.5,Moylans Dragoons Dry Irish Stout,6.5,21789,,4.3
4.5,4.5,4,Irish Cream Ale,4,4.5,Sweet Action,5.47,22193,,4.3
4,3,4,Irish Lager,3.5,3.5,Dos Equis Amber Lager,5.86,171,,3.5
4,3.5,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,7.16,129,,4
2.5,3,3,Irish Pale Ale,2.5,3,Palm / Palm Speciale,4.88,2823,,2.9
4.5,3.5,4,Irish Red Ale,3.5,4,Irish Ale,6.27,3279,,3.7
4.5,4,4,Irish Pale Ale,4,4.5,Cuvée De Ranke,5.95,42805,,4.2
4.5,4.5,5,Irish Pale Ale,4.5,4,Dernière Volonté,5.34,18272,,4.4
4.5,4,4.5,Irish Pale Ale,4,4,Devotion Ale,5.57,36539,,4.1
4.5,4,4,Irish Pale Ale,4,4.5,Hommel Bier,4.83,73837,,4.2
4.5,3.5,4.5,Irish Red Ale,3.5,4,Kilgubbin Red Ale,4.87,2778,,3.8
4.5,4.5,4.5,Irish Pale Ale,4,4,La Trappe Isid'or,5.16,51030,,4.2
4.5,4,4.5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",6.31,20524,,4.1
4.5,4,4.5,Irish Pale Ale,4.5,4.5,Rare Vos (Amber Ale),7.18,593,,4.4
4,3.5,4,Irish Lager,3.5,3.5,Blue Point Toasted Lager,5.46,2318,,3.6
4,4,4,Irish Pale Ale,4,3.5,Demolition,6.5,49003,,3.8
4,4.5,4.5,Irish Lager,4,4.5,Great Lakes Eliot Ness,5.45,229,,4.4
4,4,4.5,Irish Pale Ale,3.5,3.5,Maredsous 6 - Blonde,7.19,6972,,3.8
4,3,4,Irish Dry Stout,3.5,3.5,Moylans Dragoons Dry Irish Stout,7.68,21789,,3.5
4,4.5,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.67,129,,4.4
3.5,3.5,4,Irish Pale Ale,4,4,Fleur,7.22,50276,,3.9
3.5,3.5,4,Irish Pale Ale,3.5,3.5,It's Alright!,6.25,47562,,3.6
3.5,4,3.5,Irish Pale Ale,3.5,3.5,Leffe Blonde,5.85,2137,,3.6
3.5,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.23,104,,4
3.5,4,3.5,Irish Pale Ale,4,3.5,Southside Blonde,7.48,73405,,3.8
3.5,3,3.5,Irish Cream Ale,3.5,3.5,Spotted Cow,6.32,1963,,3.4
4.5,3.5,4,Irish Red Ale,4,4,Kilkenny Irish Irish Cream Ale,8.04,3628,,3.9
4.5,3.5,4.5,Irish Dry Stout,4,4,4 Pines Dry Stout,5.25,62998,,4
4,3.5,4.5,Irish Dry Stout,4,3.5,Murphy's Irish Stout,5.64,703,,3.8
4,4,4.5,Irish Dry Stout,4,4,O'Hara's Irish Stout,5.85,1751,,4.1
4,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,5.85,104,,4
3.5,4,3,Irish Dry Stout,4,3.5,Irish Stout,6.12,76352,,3.7
3.5,3.5,4,Irish Extra Stout,3.5,3.5,Superior Stout,5.89,17111,,3.6
3.5,4.5,4,Irish Extra Stout,3.5,3.5,Epic / Thornbridge Oak Barrel Aged Stout,5.84,62887,,3.8
3.5,3,4.5,Irish Lager,3.5,3,Hahn Vienna Red,4.16,30405,,3.4
3.5,3,2.5,Irish Extra Stout,3.5,3.5,Carlton Black,5.7,1486,,3.2
3.5,3.5,4,Irish Red Ale,4,3.5,Caffrey's Irish Ale,4.57,825,,3.7
3,4,4.5,Irish Pale Ale,3,3,Leffe Blonde,5.15,2137,,3.5
3,4,4,Irish Pale Ale,3.5,3.5,Raftman,5.73,793,,3.7
2.5,3,3.5,Irish Lager,2.5,2.5,La Puténa,7.17,15903,,2.8
2.5,3.5,2.5,Irish Extra Stout,2,3,Barilla Bay Oyster Stout,5.86,22401,,2.7
2,2,4,Irish Pale Ale,3.5,2.5,Orval Trappist Ale,6.17,129,,2.9
4.5,4,4,Irish Pale Ale,4.5,4,Palm / Palm Speciale,8.49,2823,,4.1
4.5,4.5,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.15,104,,3.8
4,4,4,Irish Extra Stout,3.5,3.5,Asahi Black (Kuronama),4.97,3969,,3.7
4,4.5,4,Irish Pale Ale,4.5,4.5,La Trappe Isid'or,4.12,51030,,4.4
3.5,3,3,Irish Pale Ale,3,3.5,Brewer's Art House (Birdhouse) Pale Ale,5.17,7095,,3.2
3.5,3,2.5,Irish Red Ale,3.5,3,Smithwick's Ale,6.94,1822,,3
3.5,3.5,4.5,Irish Pale Ale,4,4,Val-Dieu Blond,6.09,2574,,4
3,4,3,Irish Pale Ale,3.5,3,Orval Trappist Ale,3.96,129,,3.4
2.5,2.5,3,Irish Lager,3,3,Dos Equis Amber Lager,6.07,171,,2.9
5,5,4.5,Irish Cream Ale,4.5,5,Sweet Action,6.46,22193,,4.8
3.5,3.5,4,Irish Cream Ale,3.5,3.5,Summer Solstice Cerveza Crema,4.78,23506,,3.6
4.5,4,4,Irish Lager,4.5,4.5,FireBrick,5.69,2032,,4.3
4,3,4,Irish Lager,3,2,Special Amber,7.07,97,,2.9
4,3.5,3,Irish Cream Ale,4,3.5,Spotted Cow,6.23,1963,,3.5
4,3.5,4,Irish Extra Stout,4,4,Stout,6,41862,,3.9
3.5,3.5,3,Irish Red Ale,3,3.5,Danny's Irish Style Red Ale,7.01,40898,,3.3
3.5,3.5,3.5,Irish Pale Ale,4,4,Lips Of Faith - Le Fleur Misseur?,5.3,42943,,3.8
3.5,3.5,3,Irish Dry Stout,2.5,3.5,Snake Chaser,4.13,15884,,3.1
3.5,2.5,2.5,Irish Pale Ale,3,3.5,Springboard,5.28,34717,,3
3,2,3,Irish Lager,3,2.5,Victoria,5.04,6508,,2.6
4,4,4,Irish Pale Ale,3.5,4,Orval Trappist Ale,5.95,129,,3.9
4,3.5,4,Irish Dry Stout,4,4.5,Out Of Bounds Stout,5.88,1830,,4
3.5,3.5,3.5,Irish Pale Ale,3,3,Rare Vos (Amber Ale),7.37,593,,3.2
3.5,3,4,Irish Red Ale,3,3,Samuel Adams Irish Red,5.38,38365,,3.2
3.5,3.5,3.5,Irish Dry Stout,2.5,3.5,Snake Chaser,7.12,15884,,3.2
3,3,2,Irish Cream Ale,3,3,Terrapin Golden Ale,5.95,9777,,2.8
3,3,3.5,Irish Red Ale,3,3,Danny's Irish Style Red Ale,5.18,40898,,3.1
3.5,4,3.5,Irish Pale Ale,4,3.5,Belgian Crush,6.14,58831,,3.8
3,3.5,4,Irish Dry Stout,3,2,Dry Stout,5.16,17499,,3
4,4.5,4,Irish Pale Ale,4,3.5,Dernière Volonté,5.88,18272,,4
4,4,4,Irish Lager,4,4,Great Lakes Eliot Ness,6.46,229,,4
3.5,4.5,4,Irish Pale Ale,4,4,Liquid Gold,6.41,28179,,4.1
4.5,4,4.5,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),6.48,56875,,4.1
4.5,4,4,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),5.76,593,,4.2
4,4,4.5,Irish Pale Ale,4,4,Dernière Volonté,6.08,18272,,4.1
4,4,4,Irish Pale Ale,4,4,Hitachino Nipponia,5.46,61007,,4
4,3.5,4,Irish Pale Ale,4,4,Leffe Blonde,4.9,2137,,3.9
4,4,4.5,Irish Pale Ale,4,4,Raftman,4.65,793,,4.1
3.5,4,3.5,Irish Cream Ale,4,4,Mt Begbie Irish Cream Ale,4.49,9255,,3.9
3.5,3.5,4,Irish Red Ale,3.5,3.5,Irish Red Ale,6.89,13302,,3.6
3.5,3.5,3,Irish Cream Ale,3.5,4,Kitsilano Maple Irish Cream Ale,6.12,9215,,3.6
3,3.5,4,Irish Extra Stout,3,3,Martello Stout,5.87,25639,,3.3
3,3.5,3,Irish Cream Ale,3,2.5,Cadian Irish Cream Ale,3.87,13063,,3
4.5,4,4.5,Irish Pale Ale,4,4.5,Confounded Mr. Sisyphus,6.39,50536,,4.2
4.5,4,4.5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),7.17,593,,4.1
4.5,4,4.5,Irish Dry Stout,4.5,4,Stout,6.42,28952,,4.2
4,3.5,4,Irish Pale Ale,3.5,4,Belgian-style Amber,4.98,44535,,3.7
4,4,4,Irish Pale Ale,4,4.5,Flat Earth Belgian-Style Pale Ale,7.02,35339,,4.2
4,3,3.5,Irish Cream Ale,3.5,3,Genesee Irish Cream Ale,5.39,1376,,3.2
4,3.5,3.5,Irish Lager,4,4,Great Lakes Eliot Ness,5.49,229,,3.8
4,4.5,5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.16,129,,4.6
3.5,3,3,Irish Pale Ale,4,3.5,White Birch Belgian Style Pale Ale,7.15,51844,,3.4
4,4.5,4.5,Irish Pale Ale,4,4,Demolition,6.37,49003,,4.2
4,3,3.5,Irish Red Ale,4,3.5,McSorley's Irish Pale Ale,5.62,47166,,3.5
3.5,4,4,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),5.2,56875,,4
5,5,5,Irish Dry Stout,5,5,Murphy's Irish Stout,7.95,703,,5
5,4.5,4.5,Irish Pale Ale,5,5,Verboten,5.12,58482,,4.8
4.5,4,4,Irish Pale Ale,3.5,4,Maredsous 6 - Blonde,5.28,6972,,3.9
4,3.5,4,Irish Pale Ale,3.5,4.5,BottleTree Belgian Blonde,5.8,61069,,3.9
5,4,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,6.23,104,,4.2
4.5,5,5,Irish Dry Stout,4,4,Murphy's Irish Stout,6.04,703,,4.4
4,5,5,Irish Lager,4,4,Samuel Adams Boston Lager,6.07,104,,4.4
3.5,3,3.5,Irish Lager,3.5,3,Blue Point Toasted Lager,5.49,2318,,3.2
3.5,3,4,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),4.54,593,,3.5
4,4,5,Irish Pale Ale,3.5,4.5,Liquid Gold,5.18,28179,,4.2
4,3.5,3.5,Irish Lager,4,4,Ybor Gold Amber Lager,3.94,18290,,3.8
5,4.5,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,5.84,104,,4.3
4.5,3.5,4.5,Irish Pale Ale,4.5,4,White Birch Belgian Style Pale Ale,7.49,51844,,4.1
4.5,4,4,Irish Red Ale,4,4,Thomas Hooker Irish Style Red Ale,5.43,7492,,4
4.5,4.5,4,Irish Cream Ale,4.5,4.5,Sweet Action,5.32,22193,,4.4
4.5,4,4,Irish Red Ale,4,4.5,Samuel Adams Irish Red,5.85,38365,,4.2
4.5,4,4,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,6.13,48194,,4.1
4.5,4,4,Irish Red Ale,4,4.5,Great Lakes Conway's Irish Ale,6.13,5096,,4.2
